customer_name,phone_number,email,address,state,purchase_date,gold_type,gold_quality,gold_weight,price_per_gram,total_amount,discount_percentage,discount_amount,final_amount,payment_mode,notes
Umang Thaman,+913806362007,uthkarsh43@example.net,"81/687, Rana Path, Tirupati-654141",Andhra Pradesh,2025-02-25,24K,Standard,795.685,6321.11,5029612.41,1.66,83491.57,4946120.84,Bank Transfer,Fugit est sapiente iste dolores cumque.
Ira Dutta,3466729992,samarth14@example.com,"77/11, Yogi, Jodhpur-994956",West Bengal,2024-03-22,18K,Premium,911.159,5330.54,4856969.5,4.0,194278.78,4662690.72,Bank Transfer,
Mishti Tandon,01324941978,bakshiprerak@example.com,"77/88, Kota Zila, Noida 921529",Gujarat,2023-10-15,18K,Standard,657.085,5013.93,3294578.19,4.56,150232.77,3144345.42,Cash,
Jayant Bhattacharyya,09797534579,mohanlaldas@example.net,"24/316, Sami Circle, North Dumdum 771612",Gujarat,2025-01-13,22K,Pure,832.928,6920.03,5763886.75,0.56,32277.77,5731608.98,Cash,
Yashvi Ramakrishnan,+910496740308,lakshit24@example.org,"H.No. 890, Sachdev Path, Ichalkaranji 361983",Rajasthan,2023-06-01,22K,Premium,748.134,5154.24,3856062.19,1.7,65553.06,3790509.13,UPI,
Shaan Banerjee,08950392409,ivangupta@example.net,"H.No. 72, Bir Ganj, Bilaspur 762861",Tamil Nadu,2025-04-28,22K,Premium,121.797,5123.93,624079.3,4.39,27397.08,596682.22,Card,
Nakul Badal,+914124604544,ksule@example.org,"84/340, Chauhan Marg, Kulti-070129",Delhi,2025-01-06,22K,Standard,26.92,5154.23,138751.87,1.09,1512.4,137239.47,Cash,
Saira Varghese,+917344687795,cjayaraman@example.net,"487, Kanda Circle, Morena-798082",West Bengal,2023-07-02,22K,Pure,262.973,5015.86,1319035.75,1.02,13454.16,1305581.59,UPI,Voluptatem voluptatibus doloremque commodi eius quasi et.
Dharmajan Sankar,+917441341067,balayeva@example.org,"41/40, Deshmukh Marg, Kulti-910908",Telangana,2025-03-08,22K,Pure,299.379,6259.0,1873813.16,2.71,50780.34,1823032.82,Cash,
Seher Bhatt,+912340884305,samrabhavin@example.net,"53, Kata, Vijayanagaram-374825",Andhra Pradesh,2023-11-18,22K,Standard,537.544,6060.92,3258011.18,0.88,28670.5,3229340.68,Bank Transfer,
Priyansh Sankar,1703589343,sompriyansh@example.org,"93/86, Khalsa, Kakinada-695493",Andhra Pradesh,2025-01-19,22K,Pure,756.234,5327.18,4028594.64,3.22,129720.75,3898873.89,Card,
Mohanlal Soman,08171660815,seshadrinavya@example.com,"82/233, Dara Path, Siliguri-244157",Tamil Nadu,2023-10-20,22K,Premium,60.047,6039.87,362676.07,2.55,9248.24,353427.83,Bank Transfer,
Jiya Vala,+914291314295,kiara84@example.org,"H.No. 65, Gola Road, Motihari 597743",Telangana,2024-12-29,24K,Premium,683.494,6334.4,4329524.39,0.6,25977.15,4303547.24,Cash,
Ranbir Master,+912232064816,aaryahilanka@example.net,"H.No. 41, Balay Marg, Dharmavaram-418931",Tamil Nadu,2024-09-09,24K,Premium,64.148,6014.91,385844.45,2.24,8642.92,377201.53,UPI,
Pihu Doctor,2531743548,evatak@example.org,"081, Bhagat Street, Ballia 269493",Kerala,2023-09-11,18K,Standard,669.806,6149.35,4118871.53,3.96,163107.31,3955764.22,Cash,Consectetur fuga harum perspiciatis aspernatur ea assumenda odio.
Baiju Kota,04833819561,neelofarsaxena@example.org,"208, Dugar Marg, Kota-734081",Andhra Pradesh,2023-09-20,24K,Pure,745.001,5659.15,4216072.41,2.39,100764.13,4115308.28,UPI,A cum iusto dolores ipsam incidunt earum.
Indrans D’Alia,+917636628230,stuvan97@example.net,"20/644, Andra Street, Lucknow-109244",Maharashtra,2023-10-23,18K,Standard,142.219,5222.58,742750.11,1.01,7501.78,735248.33,UPI,
Alisha Golla,3371531554,rkapadia@example.net,"H.No. 21, Sen Road, Kalyan-Dombivli-299634",Tamil Nadu,2024-12-06,24K,Premium,159.405,5374.57,856733.33,0.45,3855.3,852878.03,UPI,
Mishti Sabharwal,00402057131,biswasreyansh@example.net,"H.No. 625, Ratti Zila, Cuttack-298893",Tamil Nadu,2023-12-17,18K,Premium,941.134,6685.27,6291734.9,0.85,53479.75,6238255.15,UPI,
Onkar Chauhan,05672154431,taransachdev@example.com,"H.No. 204, Barman Nagar, Udaipur-769940",Kerala,2025-05-09,22K,Pure,607.598,6846.22,4159749.58,4.43,184276.91,3975472.67,UPI,Ducimus ipsa corporis.
Abram Keer,2547399742,parinaaz92@example.org,"09/115, Sant Zila, Korba-477347",Kerala,2023-06-14,18K,Pure,314.697,6851.81,2156244.05,0.88,18974.95,2137269.1,Card,
Kimaya Mammen,+916589656387,zara82@example.org,"H.No. 186, Singhal Nagar, Karaikudi-143404",Kerala,2025-05-12,18K,Pure,30.097,6857.03,206376.03,3.92,8089.94,198286.09,Bank Transfer,Illum ea ut.
Saira Choudhury,04616055928,tarini74@example.org,"63/942, Mangal Street, Mathura 749752",Telangana,2025-03-26,18K,Pure,189.57,6778.81,1285059.01,0.02,257.01,1284802.0,Bank Transfer,
Kiara Dugar,+916442376056,rashadoctor@example.net,"H.No. 18, Dixit Zila, Nandyal 742506",Karnataka,2024-08-02,18K,Premium,578.621,5926.7,3429313.08,4.67,160148.92,3269164.16,Bank Transfer,Doloribus dolorem voluptatum accusantium et repudiandae quidem.
Amani Zacharia,05919846014,farhanrastogi@example.org,"908, Virk Ganj, Satna-972703",West Bengal,2025-04-07,24K,Pure,241.854,5877.86,1421583.95,2.69,38240.61,1383343.34,Bank Transfer,
Sahil Sarin,+912394355002,wallarenee@example.org,"H.No. 84, Bedi Nagar, Jamalpur-822907",West Bengal,2024-12-12,22K,Standard,951.188,6317.81,6009425.06,0.89,53483.88,5955941.18,UPI,
Onkar Gola,6673093389,xbava@example.org,"H.No. 736, Banerjee Street, Panvel 413655",Karnataka,2023-12-05,18K,Premium,723.582,5342.82,3865968.38,2.48,95876.02,3770092.36,Card,
Mehul Batta,+915089783918,madhup98@example.net,"H.No. 04, Mangal Chowk, Gaya 522010",Kerala,2025-03-17,18K,Standard,839.383,6795.37,5703918.06,0.78,44490.56,5659427.5,Cash,
Piya Vig,04944468397,madannirvaan@example.net,"H.No. 152, Hegde Marg, Guna 746880",West Bengal,2024-06-16,22K,Standard,310.494,5086.57,1579349.47,3.99,63016.04,1516333.43,Card,Quibusdam maxime accusamus debitis.
Azad Chaudhuri,+912708317796,jayan28@example.net,"23/513, Mallick Street, Raebareli-609504",West Bengal,2024-12-21,18K,Premium,949.005,5493.82,5213662.65,4.04,210631.97,5003030.68,UPI,
Reyansh Mander,2281448671,hazel28@example.net,"H.No. 65, Chad Street, Bally-476718",Delhi,2023-07-04,18K,Premium,929.815,5570.01,5179078.85,4.51,233576.46,4945502.39,Card,
Vedika Dalal,+917429293100,vchar@example.org,"28/53, Talwar Nagar, Thane 821752",Tamil Nadu,2025-04-07,22K,Pure,853.125,6130.47,5230057.22,4.27,223323.44,5006733.78,Cash,Laboriosam rerum libero eveniet eius consectetur deserunt voluptas.
Eva Joshi,08404523830,dhruvghose@example.com,"H.No. 44, Malhotra Ganj, Purnia-841814",Telangana,2024-03-13,24K,Premium,421.345,6336.58,2669886.3,2.84,75824.77,2594061.53,Cash,
Vritika Bobal,6094150361,desainehmat@example.org,"013, Warrior Road, Korba 032765",Rajasthan,2024-05-05,18K,Standard,293.699,5701.0,1674378.0,4.59,76853.95,1597524.05,Bank Transfer,
Umang Dutta,+910301533635,valayuvraj@example.org,"22/597, Lad Ganj, Alwar-616708",Tamil Nadu,2023-09-18,22K,Standard,795.447,5606.61,4459761.1,2.12,94546.94,4365214.16,Card,
Ahana  Sha,09421247568,umang49@example.net,"800, Sanghvi, Patna 298524",Maharashtra,2023-09-13,22K,Pure,751.611,6257.93,4703529.03,1.63,76667.52,4626861.51,UPI,
Vanya Tata,06819980430,indranilchoudhry@example.com,"78, Sampath Chowk, Nellore 297441",Gujarat,2025-01-11,22K,Standard,194.087,6921.23,1343320.77,3.06,41105.62,1302215.15,Cash,
Bhavin Jani,+919364948016,nirvi54@example.org,"816, Sur Path, Yamunanagar 592359",Rajasthan,2024-07-31,18K,Pure,216.572,5676.63,1229399.11,4.3,52864.16,1176534.95,UPI,Distinctio minima repellat possimus consequuntur voluptates.
Yuvraj  Sood,02822301691,jayeshgolla@example.org,"64, Rout Marg, Amaravati-677138",Tamil Nadu,2024-10-30,24K,Pure,182.307,6438.16,1173721.64,1.52,17840.57,1155881.07,Cash,
Bhavin Sarna,4471454918,vramachandran@example.com,"H.No. 341, Lall Chowk, Cuttack-280967",Maharashtra,2024-02-02,22K,Premium,210.775,5287.76,1114527.61,1.88,20953.12,1093574.49,Card,
Emir Krishna,+910710766387,aissac@example.org,"H.No. 10, Salvi Circle, Kottayam 068631",Tamil Nadu,2024-05-21,18K,Premium,155.539,5894.03,916751.53,3.75,34378.18,882373.35,Cash,
Yuvaan Kashyap,4235641168,krishnanpiya@example.com,"54/707, Chana Circle, Bhalswa Jahangir Pur-554905",Rajasthan,2024-03-29,24K,Pure,690.013,6074.0,4191138.96,0.59,24727.72,4166411.24,Card,
Adira Bail,04512810145,mahaladvika@example.net,"87/957, Baria Circle, Bangalore-999311",Tamil Nadu,2025-01-15,22K,Standard,643.177,6789.25,4366689.45,2.18,95193.83,4271495.62,Cash,Error fugit explicabo minima reiciendis est inventore.
Parinaaz Sengupta,+913198437715,benaarush@example.net,"H.No. 368, Balasubramanian Zila, Muzaffarnagar 372290",Maharashtra,2025-04-08,24K,Standard,258.85,6673.77,1727505.36,1.08,18657.06,1708848.3,Bank Transfer,
Tanya Borra,+914222968654,regefarhan@example.com,"355, Hari Chowk, Navi Mumbai 229853",Kerala,2024-01-09,18K,Pure,849.518,5872.15,4988497.12,1.8,89792.95,4898704.17,Card,Minus consectetur perferendis.
Drishya Jayaraman,5427944976,jivin86@example.org,"H.No. 02, Buch Circle, Purnia 288543",Kerala,2025-03-06,18K,Standard,630.068,5180.0,3263752.24,0.2,6527.5,3257224.74,UPI,
Manikya Kashyap,05246326369,cheriansamar@example.org,"H.No. 50, Kohli Marg, Navi Mumbai 328630",West Bengal,2024-06-17,24K,Pure,154.108,6238.49,961401.22,0.78,7498.93,953902.29,Bank Transfer,Magnam harum repellat molestias nisi voluptas.
Alia Kumer,07267889735,shrofffarhan@example.org,"686, Char Road, Naihati 272151",Tamil Nadu,2024-10-08,22K,Standard,511.506,5164.48,2641662.51,4.49,118610.65,2523051.86,Bank Transfer,Iusto fuga consequuntur distinctio maxime dolorum.
Faiyaz Balakrishnan,1182737381,yasmin26@example.net,"H.No. 078, Chatterjee Zila, Nanded-555611",Delhi,2023-11-20,24K,Premium,448.917,6393.29,2870056.57,3.67,105331.08,2764725.49,Cash,Voluptatem laboriosam explicabo quia asperiores.
Shalv Singhal,+914395781979,navya14@example.org,"H.No. 74, Kannan Ganj, Sambhal-102484",Gujarat,2024-10-02,24K,Standard,949.846,5572.44,5292959.84,0.68,35992.13,5256967.71,UPI,
Mishti Kar,07521332534,madhup09@example.net,"216, Kurian Circle, Kochi-375347",Rajasthan,2025-01-21,22K,Standard,887.905,5124.95,4550468.73,2.5,113761.72,4436707.01,Card,
Zoya Manda,08850041524,sarafmadhup@example.com,"H.No. 661, Deshpande Street, Chapra 559961",Maharashtra,2025-03-03,18K,Standard,789.483,6407.16,5058343.9,3.58,181088.71,4877255.19,UPI,Eligendi a perferendis est.
Alisha Rama,8752023282,gatik41@example.com,"H.No. 85, Dalal Marg, Dehri 790353",Karnataka,2024-08-06,22K,Standard,302.268,6942.0,2098344.46,4.89,102609.04,1995735.42,UPI,Recusandae provident laborum accusamus in sapiente.
Piya Sethi,8981163410,gerarasha@example.net,"H.No. 47, Varma Zila, Hyderabad 326526",West Bengal,2023-07-14,18K,Standard,458.699,6977.84,3200728.23,1.44,46090.49,3154637.74,Card,
Dhanush Cherian,01521356555,eshanikamdar@example.org,"H.No. 504, Keer Zila, Rohtak 297641",Karnataka,2023-11-03,24K,Premium,659.738,6629.95,4374029.95,1.92,83981.38,4290048.57,Bank Transfer,
Rania Dey,+918895329746,msahni@example.org,"44, Loke Zila, Tadipatri-533666",Karnataka,2023-06-30,22K,Pure,385.954,6928.22,2673974.22,0.73,19520.01,2654454.21,Bank Transfer,
Misha Chanda,+919609857816,baralseher@example.com,"072, Sehgal Road, Kirari Suleman Nagar 839487",Telangana,2025-03-30,18K,Pure,785.599,5246.71,4121810.13,2.79,114998.5,4006811.63,Card,
Advika Swaminathan,01445049986,esood@example.net,"19/240, Borah Zila, Allahabad 103074",Delhi,2024-01-31,22K,Premium,642.952,6061.84,3897472.15,2.85,111077.96,3786394.19,Bank Transfer,
Prerak Bali,+919557204943,adira78@example.net,"61/172, Hans Road, Bijapur-818972",Gujarat,2024-06-21,22K,Premium,368.722,5665.31,2088924.43,0.83,17338.07,2071586.36,UPI,
Shalv Keer,06061578649,nakul51@example.net,"H.No. 34, Bava Circle, Kirari Suleman Nagar 222715",Delhi,2024-07-24,24K,Pure,151.821,5605.82,851081.2,1.94,16510.98,834570.22,UPI,
Diya Vohra,00871423836,hbassi@example.org,"18/94, Krishna Zila, Bhalswa Jahangir Pur 492431",Tamil Nadu,2023-10-09,24K,Premium,229.601,5531.01,1269925.43,2.4,30478.21,1239447.22,Bank Transfer,
Divyansh Dewan,7047687894,ritvikbandi@example.net,"76/883, Lala Marg, Anantapuram-153719",Maharashtra,2024-07-07,22K,Pure,842.985,5236.12,4413970.62,3.15,139040.07,4274930.55,Card,
Renee Boase,03789838687,ritvikvarkey@example.org,"H.No. 31, Sampath Nagar, Nadiad-174034",Andhra Pradesh,2024-10-20,24K,Standard,877.102,5216.96,4575806.05,4.19,191726.27,4384079.78,UPI,
Neelofar Raval,+915303381711,reyansh52@example.org,"79/064, Setty Nagar, Machilipatnam-287045",Maharashtra,2024-02-10,22K,Standard,950.896,5124.81,4873161.33,2.61,127189.51,4745971.82,Card,
Khushi Savant,1359897565,ldayal@example.com,"222, Sarma, Coimbatore-607482",Delhi,2023-11-25,24K,Standard,706.546,5727.56,4046784.61,0.19,7688.89,4039095.72,UPI,
Onkar Lad,05027595831,armaan52@example.org,"22, Anne Path, Kamarhati-966074",West Bengal,2024-08-13,18K,Pure,751.181,5506.16,4136122.77,3.04,125738.13,4010384.64,Cash,Maxime vero doloremque laudantium blanditiis rerum debitis.
Stuvan Babu,09863345280,ramkartik@example.net,"237, Mahal Street, Berhampur-986992",Telangana,2025-01-07,24K,Standard,569.922,5564.26,3171194.19,2.04,64692.36,3106501.83,Cash,Eos sit ipsam repellendus tempore.
Anahita Sridhar,+915847731807,goswamizoya@example.net,"644, Sarkar Road, Gulbarga-620977",Delhi,2024-03-26,22K,Premium,799.282,6917.15,5528753.49,1.92,106152.07,5422601.42,Cash,
Heer Tandon,3745332342,fjayaraman@example.org,"H.No. 55, Kumar Path, Bellary-485689",Karnataka,2024-09-17,22K,Pure,125.959,6842.81,861913.5,1.97,16979.7,844933.8,Cash,
Lagan Sarin,03955311477,stuvangara@example.net,"590, Chopra Circle, Vadodara 032847",Delhi,2023-08-03,24K,Premium,961.332,5463.64,5252371.97,3.67,192762.05,5059609.92,Cash,
Rhea Kakar,+910920807205,neysakamdar@example.com,"81, Ganguly Street, Davanagere-360897",Karnataka,2025-02-03,24K,Pure,787.676,6493.95,5115128.56,4.75,242968.61,4872159.95,Cash,
Zara Kakar,08845604519,kondazain@example.net,"72/73, Doctor Street, Jalandhar 607108",Karnataka,2023-09-29,18K,Premium,991.547,5178.13,5134359.27,0.34,17456.82,5116902.45,UPI,Aliquam culpa dolore voluptate exercitationem consequuntur.
Diya Roy,+916230731266,tiya85@example.com,"H.No. 627, Tank Path, Miryalaguda 741613",Tamil Nadu,2024-01-28,18K,Pure,511.375,6811.23,3483092.74,2.01,70010.16,3413082.58,UPI,Repellat est nesciunt doloremque quae unde.
Prisha Hayer,06808154885,neelofardayal@example.com,"20/66, Kala Street, Khammam 315586",Karnataka,2024-12-12,22K,Standard,439.601,5327.75,2342084.23,2.55,59723.15,2282361.08,Cash,Maxime fugit veritatis ut.
Anika Bali,+912988652384,qdey@example.com,"H.No. 42, Grewal Zila, Delhi 106674",Kerala,2023-08-21,22K,Pure,316.003,6458.87,2041022.3,2.81,57352.73,1983669.57,Bank Transfer,Inventore laudantium ex maxime modi aspernatur.
Gatik Rout,6704427555,buchdrishya@example.net,"392, Bajwa Path, Maheshtala 567669",Tamil Nadu,2025-03-16,22K,Premium,773.313,6242.87,4827692.53,0.53,25586.77,4802105.76,Card,Autem repellendus cupiditate minus minima ab maxime.
Arnav Brar,+914334757979,zeeshanseth@example.net,"21/488, Taneja Marg, Ujjain 527576",Gujarat,2024-09-20,24K,Standard,142.817,6292.17,898628.84,0.4,3594.52,895034.32,Card,
Sumer Gara,3053739915,nwagle@example.com,"75, Iyer Nagar, Mirzapur-112181",Rajasthan,2023-11-25,18K,Premium,677.03,5813.27,3935758.19,2.78,109414.08,3826344.11,UPI,
Veer Ben,+913816889277,armaan96@example.net,"00, Saraf Zila, Tiruvottiyur-157335",Karnataka,2024-03-28,24K,Premium,395.012,5549.38,2192071.69,2.57,56336.24,2135735.45,Bank Transfer,
Shaan Ratti,+910197464959,schadha@example.org,"H.No. 46, Kakar Marg, Shahjahanpur 339495",Delhi,2023-09-04,18K,Standard,164.405,6146.98,1010594.25,1.86,18797.05,991797.2,Card,
Vardaniya Sawhney,8408856763,bariareyansh@example.net,"61/596, Vaidya Zila, Ulhasnagar-352167",Karnataka,2023-10-17,22K,Standard,123.516,6407.9,791478.18,1.6,12663.65,778814.53,Bank Transfer,Inventore eveniet aperiam eum exercitationem quibusdam.
Abram Rao,+911904125476,kbala@example.net,"80/54, Dugar Road, Ghaziabad-527658",Kerala,2025-01-08,22K,Standard,28.777,5805.2,167056.24,3.65,6097.55,160958.69,UPI,
Advik Chanda,01881846306,elakshi80@example.net,"446, Khanna Path, Ramagundam 480102",Telangana,2023-12-03,18K,Standard,158.546,6323.07,1002497.46,3.23,32380.67,970116.79,Card,
Hiran Saini,6813885368,osahota@example.com,"H.No. 628, Saraf Nagar, Nagercoil 757713",Rajasthan,2023-08-18,22K,Premium,136.732,6538.66,894044.06,4.4,39337.94,854706.12,Bank Transfer,
Aarna Sangha,7487937264,msunder@example.net,"H.No. 71, Rege Street, Anantapuram-109482",Maharashtra,2024-12-09,22K,Premium,848.846,5676.92,4818830.83,4.11,198053.95,4620776.88,Bank Transfer,
Advik Hans,05661807894,azadgera@example.org,"11/750, Sarna Nagar, Gopalpur 471180",Tamil Nadu,2025-04-03,24K,Premium,217.167,6889.47,1496165.53,1.42,21245.55,1474919.98,Bank Transfer,
Himmat Choudhary,02738098659,anaya73@example.org,"H.No. 13, Shah Nagar, Gurgaon-041800",Andhra Pradesh,2023-11-19,22K,Pure,468.109,5924.52,2773321.13,0.33,9151.96,2764169.17,Bank Transfer,
Rhea Thakur,05157248624,kavya47@example.org,"653, Shah Path, Kolkata-409802",Kerala,2023-06-23,24K,Premium,122.952,5500.17,676256.9,1.58,10684.86,665572.04,Cash,
Eshani Rattan,+910081115681,valaraghav@example.net,"H.No. 45, Joshi Marg, Serampore 080615",Gujarat,2023-12-28,24K,Standard,8.924,5172.08,46155.64,0.81,373.86,45781.78,UPI,Explicabo dolorem a debitis cum at.
Tanya Chokshi,+913171527955,csavant@example.com,"43/03, Jhaveri Path, Rohtak 792191",Maharashtra,2024-01-06,22K,Premium,874.181,5420.84,4738795.33,3.32,157328.0,4581467.33,Card,
Krish Zachariah,4265188579,raysaanvi@example.com,"04/917, Ramakrishnan Marg, Tenali-598537",Rajasthan,2023-06-26,24K,Premium,247.599,5611.44,1389386.93,2.85,39597.53,1349789.4,Bank Transfer,
Dhruv Loke,+913733607669,psani@example.com,"26/309, Bhakta Ganj, Naihati-563202",Gujarat,2025-05-26,24K,Premium,247.518,6294.25,1557940.17,1.51,23524.9,1534415.27,Card,
Prerak Sama,3567321331,jhanvikhatri@example.net,"H.No. 276, Sarin Road, Karawal Nagar 677319",Delhi,2024-11-07,18K,Pure,875.082,6790.01,5941815.53,1.4,83185.42,5858630.11,Card,
Vidur Guha,9299652959,ibiswas@example.net,"912, Bhalla Circle, Pudukkottai 980942",Kerala,2025-02-01,22K,Standard,514.907,5192.82,2673819.37,4.84,129412.86,2544406.51,Cash,
Nayantara Chaudhry,7886674999,ela33@example.com,"275, Grewal, Davanagere-772709",Maharashtra,2025-02-25,18K,Premium,455.627,5135.23,2339749.44,1.96,45859.09,2293890.35,Bank Transfer,
Onkar Gara,3366274319,aaravraman@example.com,"H.No. 51, Sachdeva Nagar, Mathura 520895",Gujarat,2024-11-08,22K,Premium,574.411,5639.39,3239327.65,2.11,68349.81,3170977.84,Card,
Akarsh Saha,3934150612,fvala@example.com,"01/85, Ramaswamy Circle, Amravati 516113",Rajasthan,2024-08-03,22K,Pure,224.569,6729.05,1511136.03,0.66,9973.5,1501162.53,Card,Consectetur fugit quam officia quibusdam.
Pari Raja,9883611780,luthratanya@example.com,"H.No. 94, Kala Road, Satna-709021",Rajasthan,2025-05-17,18K,Standard,125.489,6899.74,865841.47,3.38,29265.44,836576.03,Card,Voluptatem sunt excepturi hic.
Taimur Agarwal,2421273514,anaya00@example.org,"90/313, Bir Street, Kavali 648940",West Bengal,2024-03-16,24K,Premium,300.347,6366.23,1912078.08,0.56,10707.64,1901370.44,UPI,
Himmat Ahluwalia,+917343506547,rajagopalanyasmin@example.com,"27, Hayre Nagar, Amravati-000808",Rajasthan,2025-01-23,18K,Pure,110.717,5554.12,614935.5,1.1,6764.29,608171.21,UPI,Voluptas nulla ipsam quos nobis accusantium maiores.
Krish Jaggi,1249877961,sehgalmishti@example.net,"H.No. 36, Batta Zila, Udupi 213938",Karnataka,2023-11-08,24K,Standard,759.75,6378.59,4846133.75,0.81,39253.68,4806880.07,Bank Transfer,
Romil Thakkar,3359766290,guhaanaya@example.org,"763, Arya Zila, Bulandshahr-606766",Karnataka,2024-12-02,22K,Pure,822.072,6385.4,5249258.55,2.92,153278.35,5095980.2,UPI,
Nirvi Verma,01051001526,zwali@example.net,"967, Bajaj Street, Guntakal 064590",Maharashtra,2023-08-13,18K,Premium,835.256,6479.97,5412433.82,2.82,152630.63,5259803.19,Card,
Kaira Choudhry,+916930024765,charjivika@example.com,"24, Contractor Path, Ahmednagar-143533",Gujarat,2024-03-30,18K,Premium,39.797,5987.08,238267.82,1.07,2549.47,235718.35,Card,
Aarav Mander,2496723745,alia87@example.net,"23, Baria, Kharagpur 560197",Karnataka,2023-12-19,24K,Premium,12.954,5613.81,72721.29,4.57,3323.36,69397.93,Bank Transfer,
Sahil Balakrishnan,03529108332,urvicherian@example.com,"62, Ratta Road, Salem-211339",Delhi,2024-04-01,22K,Standard,773.029,6389.53,4939291.99,3.96,195595.96,4743696.03,Bank Transfer,
Aaina Gupta,00108978021,chanataimur@example.org,"H.No. 39, Chander Zila, Giridih 608554",Rajasthan,2024-01-27,24K,Pure,750.028,5391.68,4043910.97,0.17,6874.65,4037036.32,UPI,Sint sed ex qui dolores.
Manikya Setty,+917034729312,badal07@example.org,"53, Acharya Ganj, Srinagar-705150",Tamil Nadu,2024-11-29,24K,Premium,345.789,5162.64,1785184.12,3.38,60339.22,1724844.9,Cash,
Jayan Lalla,07896508768,anvi98@example.org,"753, Majumdar Marg, Maheshtala-079784",Gujarat,2023-12-09,22K,Premium,203.673,6741.45,1373051.35,2.87,39406.57,1333644.78,Cash,Eligendi itaque laudantium.
Aarna Datta,+919327416434,mehulbehl@example.net,"06/780, Sood Circle, Suryapet-828535",Rajasthan,2024-08-01,22K,Standard,768.108,5207.42,3999860.96,3.32,132795.38,3867065.58,Cash,
Manikya Loyal,01036597451,prishadevan@example.net,"528, Hayer Zila, Pudukkottai 924669",Delhi,2024-11-30,22K,Pure,443.386,6711.14,2975625.52,0.01,297.56,2975327.96,Card,Voluptatum fugit itaque eligendi libero quos cumque.
Vivaan Manda,+911703795987,xsrinivas@example.org,"78/287, Lad Chowk, Jalandhar 675171",Maharashtra,2024-07-07,18K,Pure,748.27,5613.36,4200308.89,3.79,159191.71,4041117.18,Bank Transfer,
Arnav Yadav,03432885479,bathehsaan@example.org,"18, Samra Path, Avadi-501809",Maharashtra,2024-02-11,24K,Standard,374.401,5976.65,2237663.74,4.62,103380.06,2134283.68,Cash,
Saanvi Batra,3205949232,anika40@example.net,"66/251, Gopal Circle, Narasaraopet-035985",Tamil Nadu,2023-07-03,18K,Standard,44.192,6014.12,265775.99,1.72,4571.35,261204.64,Card,Reprehenderit deleniti velit quod asperiores dolores provident.
Zeeshan Lad,4678884126,deynishith@example.com,"38/271, Kapoor Nagar, Vijayanagaram 977057",Telangana,2024-01-02,24K,Pure,210.216,5002.16,1051534.07,0.47,4942.21,1046591.86,Cash,Laboriosam aperiam dolor quibusdam.
Akarsh Kumar,+919699115960,geravedika@example.net,"682, Edwin Path, Eluru 519741",Telangana,2025-03-01,22K,Premium,809.883,5100.76,4131018.81,0.12,4957.22,4126061.59,Card,
Rohan Malhotra,7853708188,zgulati@example.net,"H.No. 14, Shukla Zila, Vasai-Virar-756206",Andhra Pradesh,2024-08-10,24K,Standard,218.126,5216.83,1137926.26,3.37,38348.11,1099578.15,Card,
Romil Bera,0626324730,aliasahota@example.net,"958, Kapoor Road, Mahbubnagar-849447",Karnataka,2025-01-13,18K,Pure,964.777,5871.29,5664485.55,0.16,9063.18,5655422.37,Bank Transfer,
Tara Dhingra,1697407002,nirvidalia@example.com,"H.No. 742, Dasgupta Circle, Pune 855691",Tamil Nadu,2025-01-05,22K,Pure,950.077,5052.06,4799846.01,3.62,173754.43,4626091.58,Cash,
Ayesha Borde,+914516386039,sumerchana@example.net,"36, Kumar Road, Malegaon-855824",Karnataka,2024-08-11,24K,Pure,604.943,6153.57,3722559.1,3.76,139968.22,3582590.88,Bank Transfer,
Vaibhav Devan,09507314458,wsur@example.com,"88, Ghosh Zila, Pondicherry 433348",Maharashtra,2023-11-04,22K,Pure,481.238,6309.72,3036477.03,3.21,97470.91,2939006.12,Card,
Lagan Comar,5981073903,sahilanand@example.com,"H.No. 863, Chaudhuri Chowk, Ambala-198914",Rajasthan,2025-05-06,24K,Premium,941.326,5494.92,5172511.06,1.88,97243.21,5075267.85,Cash,
Aniruddh Aggarwal,+912056487655,qshah@example.net,"H.No. 179, Saxena Path, Jorhat 890406",Kerala,2025-01-12,18K,Premium,261.349,6035.79,1577447.68,4.76,75086.51,1502361.17,UPI,Quam culpa atque quidem dolorem doloremque ducimus.
Myra Gola,05760313938,hridaan28@example.com,"06, Khosla Zila, Rampur 745425",West Bengal,2023-06-13,22K,Premium,213.4,6651.5,1419430.1,3.63,51525.31,1367904.79,Cash,
Divij Grover,3785176233,aradhya75@example.com,"H.No. 787, Sankar Nagar, Etawah-460225",Gujarat,2024-08-03,22K,Pure,52.387,6089.24,318997.02,2.34,7464.53,311532.49,UPI,
Krish Sem,02791922139,iyengarzain@example.com,"10, Bhatt Circle, Bettiah-232231",Andhra Pradesh,2023-09-21,22K,Pure,32.705,5454.22,178380.27,0.52,927.58,177452.69,Card,
Ehsaan Kurian,07949242831,indrans73@example.org,"67, Bala Road, Suryapet 713460",Tamil Nadu,2023-09-13,18K,Pure,475.155,5904.93,2805757.01,3.93,110266.25,2695490.76,Card,
Raghav Gola,03480134846,mhayre@example.org,"H.No. 47, Uppal Nagar, Begusarai-706947",Tamil Nadu,2025-01-14,22K,Pure,774.891,6020.0,4664843.82,2.14,99827.66,4565016.16,Cash,
